bccgcoD_0;bpaadD_0;bpcgrU_0;bpcinV_0;bpcnuM_0;bprnaM_0;crN_0;credattiM_0;ctY_0;cuR_0;naF_0;ostauZ_0;ptE_0;reP_0;reP_1;teL_0;tsccoD_0;upddattiM_0;vacbpR_0
;C1;4111GODARE;4111GODARE;4111GODARE;GODARE DISCOVERY; ;2024-09-20T00:02:21;ABIDJAN;XOF;CCE1701;500000.0;CH1;CODJO;OLGA;0564899222;900;2024-09-20T00:11:32;AIRSI
;01;4111GOLD-MARKET;4111GOLD-MARKET;4111GOLD-MARKET;GOLD MARKET;CI-ABJ-2019-A-16358;2022-09-26T22:27:25; ;XOF;1946110Z;0.0;CC1;TOURE;OLGA;0777084930;200;2024-05-13T00:09:51;NOR
;01;4111GOLDEN;4111GOLDEN;4111GOLDEN;GOLDEN PALACE HOTEL;CI-GRBSM-2021-B-5049;2022-03-22T22:20:42; ;XOF;2131264X;1500000.0;CC1;ASSAMOI;OLGA; ;400;2024-08-13T07:18:47;AIRSI
;01;4111GOOD-FOOD;4111GOOD-FOOD;4111GOOD-FOOD;SOARES (O'GOOD FOOD); ;2022-03-03T20:16:58; ;XOF; ;1500000.0;CHFM10;SERAPHIN;OLGA; ;400;2024-08-23T21:52:59;NOR
;C1;4111GOUELI;4111GOUELI;4111GOUELI;GOUELI HELENE DIOMANDE; ;2024-01-24T03:05:43;ABIDJAN;XOF; ;10000000.0;CC1;SYNA;OLGA;0504036967;300;2024-10-10T03:45:24;AIRSI
;01;4111GRACE;4111GRACE;4111GRACE;PIZZERIA LA GRACE; ;2022-01-22T05:11:41; ;XOF; ;300000.0;CH15JFIN15;DAHAN;OLGA; ;400;2025-06-24T07:06:32;AIRSI
;01;4111GREAT;4111GREAT;4111GREAT;SHELL PLATEAU GREAT;CI-GRDBSM-2021-A-994;2021-10-27T22:54:48;ABIDJAN;XOF;2179716C;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-03-12T06:02:00;NOR
;01;4111GREEN;4111GREEN;4111GREEN;GREEN IS BETTER;CI-ABJ-2019-A-9047;2022-12-22T23:48:09;MARCORY;XOF;1924421F;500000.0;CH15DFAC;DABA;OLGA; ;400;2024-12-11T23:08:46;NOR
;01;4111GRIFFON;4111GRIFFON;4111GRIFFON;HOTEL LE GRIFFON;CI-ABJ-07-A-6875;2022-02-23T21:46:49; ;XOF;0802024 W;500000.0;CC1;DABA;OLGA; ;400;2024-08-13T07:46:13;AIRSI
;01;4111GROUP-IC;4111GROUP-IC;4111GROUP-IC;RESTO GROUP IC;CI-ABJ032022B1302605;2022-12-03T05:46:40; ;XOF;2232022M;2000000.0;CH10;DABA;OLGA;0708414141;400;2024-08-13T07:46:58;NOR
;01;4111GROUPEROYAL;4111GROUPEROYAL;4111GROUPEROYAL;GROUPE ROYAL INVEST;CI-ABJ032022B1304787;2023-06-01T22:34:42;ABOBO;XOF;2242212W;1500000.0;CHFM10;ASSAMOI;OLGA; ;400;2024-08-01T07:04:31;AIRSI
;01;4111GSC;4111GSC;4111GSC;SHELL COMPLEXE GSC;CI-ABJ-03-2021-B13-0;2021-10-27T23:05:10;ABIDJAN;XOF;2167374A;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-03-05T00:58:44;NOR
;01;4111GUEADAKAN;4111GUEADAKAN;4111GUEADAKAN;GUEADAKAN; ;2021-08-28T03:22:37;ABIDJAN;XOF; ;3000000.0;CC1;SYNA;SYNA;0787801596;300;2024-05-13T00:09:51;AIRSI
;01;4111GUIATIN;4111GUIATIN;4111GUIATIN;GUIATIN LUCIEN; ;2022-12-15T02:05:55; ;XOF; ;1000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111GUISSEMON;4111GUISSEMON;4111GUISSEMON;GUISSEMON ARMAND; ;2022-02-18T01:44:22;ABIDJAN;XOF; ;3000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111GUYON;4111GUYON;4111GUYON;GUYON AGNES; ;2022-06-10T23:35:11; ;XOF; ;500000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111HADCHITI;4111HADCHITI;4111HADCHITI;HADCHITI JAMAL; ;2024-06-21T02:18:37;ABIDJAN;XOF; ;500000.0;CC1;DABA;OLGA; ;400;2025-06-26T01:37:09;AIRSI
;01;4111HAMDI-SCE;4111HAMDI-SCE;4111HAMDI-SCE;HAMDI SERVICE; ;2022-04-14T04:09:08; ;XOF; ;15000000.0;CH10;SERGEMOTTO;OLGA;2721262268;100;2024-08-30T23:06:54;NOR
;01;4111HAOU;4111HAOU;4111HAOU;HAOU STEPHANIE N'GOUANDI; ;2023-07-20T02:27:44;ABIDJAN;XOF; ;500000.0;CC1;ASSAMOI;OLGA; ;400;2024-05-13T00:09:51;AIRSI
;01;4111HAPPYFAMILY;4111HAPPYFAMILY;4111HAPPYFAMILY;HAPPY FAMILY CONSULTING GROUP;CI-ABJ032022B1306738;2022-12-20T21:21:44;RIVIERA PALMERAIE (COCODY);XOF;2242994M;0.0;ES3;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;C1;4111HBIB;4111HBIB;4111HBIB;HBIB CHEIKH EL MEHDI; ;2024-06-15T00:05:08;ABIDJAN;XOF; ;500000.0;CC1;TOURE;OLGA;0160673780;200;2024-06-15T00:05:08;AIRSI
;01;4111HELLOMARKET;4111HELLOMARKET;4111HELLOMARKET;HELLO MARKET;CI-GRDBSM-2020-A-562;2022-06-08T01:36:21; ;XOF;2112432D;500000.0;CH15DFAC;TOURE;OLGA;0768503838;200;2025-01-14T08:01:02;AIRSI
;01;4111HERMAN;4111HERMAN;4111HERMAN;KONAN HERMAN; ;2022-02-22T02:08:21;ABIDJAN;XOF; ;8000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111HILAIRE;4111HILAIRE;4111HILAIRE;BELEMBAOGO HILAIRE; ;2022-02-19T23:10:37;ABIDJAN;XOF; ;2000000.0;CC1;SYNA;OLGA; ;300;2024-09-18T23:37:05;AIRSI
;01;4111HITECH;4111HITECH;4111HITECH;HITECH GARDEN;CI-ABJ-2017B2479;2022-08-12T03:55:02; ;XOF;1704177E;500000.0;CC1;DABA;OLGA;0759957913;400;2024-05-13T00:09:51;NOR
;C1;4111HOBBAH;4111HOBBAH;4111HOBBAH;HOBBAH; ;2024-02-14T02:56:14;ABIDJAN;XOF; ;500000.0;CC1;PHILGENCE;OLGA; ;200;2024-08-23T05:31:19;AIRSI
;01;4111HORECA;4111HORECA;4111HORECA;HORECA FOOD; ;2022-11-03T20:06:27; ;XOF; ;1000000.0;CC1;DABA;OLGA;0545341277;400;2025-05-11T01:52:45;NOR
;C1;4111HORECAF;4111HORECAF;4111HORECAF;HORECAF; ;2025-03-06T04:50:22;ABIDJAN;XOF; ;500000.0;FRCHQ30FAC;CODJO;OLGA;0778871983;100;2025-04-02T21:06:30;AIRSI
;01;4111HOSTELLERIE;4111HOSTELLERIE;4111HOSTELLERIE;HOSTELLERIE DE LA LICORNE ;CI-ABJ032022B1206867;2023-06-08T03:48:31;COCODY II PLATEAUX;XOF;2300070Z;1000000.0;CC1;DABA;OLGA; ;400;2025-06-26T21:20:53;AIRSI
;01;4111HOTAIT;4111HOTAIT;4111HOTAIT;HOTAIT HUSSEIN MOHAMED;CI-TDI-1993-AB-413;2021-06-22T23:59:10;YAMOUSSOUKRO;XOF;8900695N;10000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111HOTEIT;4111HOTEIT;4111HOTEIT;HOTEIT MOHAMED; ;2021-08-24T22:01:54;ABIDJAN;XOF; ;0.0;CC1;SYNA;OLGA;0707077727;300;2024-05-13T00:09:51;AIRSI
;C1;4111HOTELSANA;4111HOTELSANA;4111HOTELSANA;HOTEL SANA;CI-ABJ032021B1201394;2024-09-17T02:10:31;ABIDJAN;XOF;2115308C;1500000.0;CH10;ASSAMOI;OLGA;0102912259;400;2024-09-17T02:10:31;AIRSI
;01;4111HRSS;4111HRSS;4111HRSS;HUTTONS REMOTE SITE SERVICES (HRSS);CI-ABJ-2012-B-3703;2023-03-03T03:31:39; ;XOF;1214033 M;10000000.0;CHFM10;SERGEMOTTO;OLGA; ;100;2025-06-18T23:40:22;NOR
;01;4111HYACINTHE;4111HYACINTHE;4111HYACINTHE;HYACINTHE KOUA; ;2022-08-13T05:31:47; ;XOF; ;5000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-08-03T03:16:45;AIRSI
;01;4111IBIS-MARCOR;4111IBIS-MARCOR;4111IBIS-MARCOR;SAAH HOTEL IBIS MARCORY; ;2022-06-21T02:23:04; ;XOF; ;2000000.0;FRCHQ30FM10;DABA;OLGA; ;400;2025-06-13T05:49:40;NOR
;C1;4111IBIS-PLATO;4111IBIS-PLATO;4111IBIS-PLATO;HOTEL IBIS PLATEAU;CI-ABJ1982B61193;2023-12-02T06:21:46;ABIDJAN;XOF;8301493F;5000000.0;FRCHQ30FM10;DABA;OLGA;0707717335;400;2025-06-13T05:38:37;NOR
;01;4111IBRAHIM;4111IBRAHIM;4111IBRAHIM;DIALLO IBRAHIM;CI-ABJ-2019A05230;2022-08-02T22:25:17; ;XOF;2018542;0.0;CC1;TOURE;OLGA;0708224117;200;2024-05-13T00:09:51;AIRSI
;01;4111IBRAHIMA;4111IBRAHIMA;4111IBRAHIMA;BAMBA IBRAHIMA; ;2023-01-18T04:30:06;ABIDJAN;XOF;1935220U;15000000.0;ES1;HYACINTHEK;OLGA; ;300;2025-05-10T07:11:07;AIRSI
;01;4111IBS-ABATTA;4111IBS-CONSULT;4111IBS-ABATTA;IDEAL BUSINESS SERVICE C (ABATTA);CI-ABJ032022B1205602;2023-07-13T21:24:01;KOUMASSI ;XOF;2244186Y;0.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111IBS-CONSULT;4111IBS-CONSULT;4111IBS-CONSULT;IDEAL BUSINESS SERVICE C (KOUMASSI);CI-ABJ032022B1205602;2023-07-13T21:21:11;KOUMASSI ;XOF;2244186Y;500000.0;CC1;CODJO;OLGA; ;200;2024-12-11T23:11:02;AIRSI
;01;4111ICOGE;4111ICOGE;4111ICOGE;ICOGE;CI-ABJ-2002-B-253327;2021-08-03T06:26:54;ABIDJAN;XOF;0041924Y;5000000.0;FRCHQ30FM10;DABA;SERGEMOTTO;0749696365;200;2025-02-05T02:28:27;NOR
;01;4111ICOGEF;4111ICOGEF;4111ICOGEF;ICOGEF;CI-ABJ-2014-B-24584;2021-11-20T04:57:29;ABIDJAN;XOF;1444068 F;3000000.0;CHQCPT;SYNA;SYNA; ;300;2024-05-13T00:09:51;NOR
;01;4111IDC;4111IDC;4111IDC;IDC TOTAL ANANI;CI-ABJ-2003-B-m905;2021-09-28T04:56:53;ABIDJAN;XOF;0324286 H;500000.0;CC1;SERAPHIN;OLGA;2721258770;900;2025-05-23T06:09:35;NOR
;01;4111IDCBANCO;4111IDCBANCO;4111IDCBANCO;IDC BANCO NORD;CI-ABJ-2003-B-m905;2022-03-02T03:19:50;ABIDJAN;XOF;0324286 H;250000.0;CC1;SERAPHIN;OLGA;2721258770;900;2025-01-31T07:14:15;NOR
;01;4111IDG;4111IDG;4111IDG;IDEE DES GRANDS;CI-ABJ-032021B120055;2022-07-27T22:03:40; ;XOF;2105840C;500000.0;CC1;TOURE;OLGA;0708820333;200;2024-05-13T00:09:51;AIRSI
;C1;4111IDM;4111IDM;4111IDM;IVOIRIENNE DE DISTRIBUTION ET MULTI;CI-ABJ-2018-B-32223;2023-10-03T22:05:16;ABIDJAN;XOF;1865781V;0.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111IFSID;4111IFSID;4111IFSID;IFSID; ;2021-06-08T07:14:20;ABIDJAN;XOF; ;5000000.0;CC1;SYNA;OLGA;48443929;300;2024-05-13T00:09:51;AIRSI
;C1;4111IKRAM;4111IKRAM;4111IKRAM;IKRAM TOURAMAKAN CI;CI-ABJ032023B1201128;2025-03-11T05:21:55;ABIDJAN;XOF;2300760G;10000000.0;CH10;OLGA;OLGA; ;100;2025-03-11T05:21:55;NOR
;01;4111IMARCHE;4111IMARCHE;4111IMARCHE;IMARCHE;CI-ABJ-03-2021-B13-0;2022-01-14T07:15:01; ;XOF;2176078 D;3000000.0;CH15JFIN15;TOURE;OLGA; ;200;2024-12-14T06:21:38;NOR
;01;4111IMPERIUM;4111IMPERIUM;4111IMPERIUM;IMPERIUM SERVICES; ;2022-04-23T03:41:13; ;XOF; ;3000000.0;CC1;SERGEMOTTO;SERGEMOTTO; ;100;2024-06-18T21:51:24;NOR
;01;4111IMSE;4111IMSE;4111IMSE;INTERNATIONAL MARINE SERVICES EQUIP;CI-ABJ032014B1312905;2023-06-19T22:21:34;COCODY ;XOF;1425527D;3000000.0;CHFM10;SERGEMOTTO;OLGA; ;100;2025-03-13T17:27:18;AIRSI
;C2;4111INDUSTRIE;4111INDUSTRIE;4111INDUSTRIE;BAR DE L'INDUSTRIE;CISAS2015B-2014;2024-11-28T02:58:20;SAN PEDRO;XOF;1524792J;0.0;CC1;CODJO;OLGA;34710040;400;2024-11-28T02:58:20;AIRSI
;01;4111INTER-MARIN;4111INTER-MARIN;4111INTER-MARIN;INTERNATIONAL MARINE SERV EQUIPEMEN;CI-ABJ-2014-B-12905;2023-06-12T23:17:45;COCODY;XOF;1425527D;0.0;CC1;SERGEMOTTO;OLGA; ;100;2024-05-13T00:09:51;AIRSI
;01;4111INTERAMEES;4111INTERAMEES;4111INTERAMEES;CERCLE INTERAMEES; ;2022-07-28T22:41:03; ;XOF; ;15000000.0;CH1;SERGEMOTTO;OLGA;0778090568;100;2024-08-13T06:57:19;EXO
;01;4111INTERFRAIS;4111INTERFRAIS;4111INTERFRAIS;INTERFRAIS; ;2021-07-22T21:45:49;ABIDJAN;XOF; ;1000000.0;CH15JFIN15;DAHAN;OLGA; ;200;2025-06-24T07:05:07;NOR
;01;4111ISMAIL;4111ISMAIL;4111ISMAIL;ISMAIL IMMOBILIER TECHNOLOGY;CI-GRDBSM-2021-B-667;2021-11-26T05:47:17;GRAND-BASSAM;XOF;2157121 J;500000.0;CC1;TOURE;OLGA; ;200;2025-01-29T04:58:32;NOR
;C1;4111ISMSL;4111ISMSL;4111ISMSL;INTERNATIONAL MARINE SERVICE LOGIST;CI-ABJ-03-2022-M-125;2025-03-11T04:23:37;ABIDJAN;XOF;1947308M;0.0;CC1;SERGEMOTTO;OLGA;0747727226;100;2025-03-11T04:29:24;AIRSI
;01;4111ISS;4111ISS;4111ISS;IVOIRE SERVICE SHIPPING;CI-ABJ-2013-B-13668;2021-09-10T22:03:55;ABIDJAN;XOF;1343430D;7500000.0;CH10;SERGEMOTTO;OLGA; ;100;2025-05-13T22:19:09;NOR
;01;4111ISSA-IBRAH;4111ISSA-IBRAH;4111ISSA-IBRAH;ISSA IBRAHIM;ABJ-2015-A-2379;2023-01-26T23:17:18;TREICHVILLE;XOF;1525227L;8000000.0;CC1;HYACINTHEK;OLGA; ;300;2025-03-19T23:11:14;AIRSI
;01;4111ISSA-TRAORE;4111ISSA-TRAORE;4111ISSA-TRAORE;TRAORE ISSA; ;2023-03-11T03:11:39;BINGERVILLE;XOF; ;30000000.0;CC1;KANI;OLGA; ;300;2024-08-10T05:29:42;AIRSI
;01;4111ITD;4111ITD;4111ITD;IVOIRE TOP DISTRIBUTION;CI-LKT-2019 B 62;2021-11-25T20:28:34; ;XOF;1958933 N;500000.0;CHFM10;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;C1;4111IVOIRE-ANGR;4111IVOIRE-ANGR;4111IVOIRE-ANGR;PETRO IVOIRE ANGRE NOUVEAU;CIABJ032025B1200501;2025-03-12T02:59:57;ABIDJAN;XOF;2500368S;500000.0;CC1;SERAPHIN;OLGA;0101727540;900;2025-03-12T02:59:57;NOR
;01;4111IVOIRE-CENT;4111IVOIRE-CENT;4111IVOIRE-CENT;IVOIRE CENTER ABOBO;CI-ABJ-2012-B-10596;2023-02-28T20:40:00;ABIDJAN-ABOBO;XOF;4265442A;1500000.0;CH15;TOURE;OLGA; ;200;2024-06-26T21:05:15;NOR
;C1;4111IVOIRESERVI;4111IVOIRESERVI;4111IVOIRESERVI;IVOIRE SERVICES; ;2024-10-05T21:58:42;ABIDJAN;XOF;1319492Y;500000.0;CH1;CODJO;OLGA;0708157402;200;2024-10-05T21:58:42;AIRSI
;C1;4111IVORY;4111IVORY;4111IVORY;THE IVORY SARL;CI-ABJ032021B1306530;2024-01-24T03:25:05;ABIDJAN;XOF;2182851Q;500000.0;CC1;SERGEMOTTO;OLGA;0707277158;400;2024-05-13T00:09:51;AIRSI
;C1;4111IVOTEL;4111IVOTEL;4111IVOTEL;IVOTEL;CIABJ2005-B-829;2024-05-07T03:00:25;ABIDJAN;XOF;0697799J;1500000.0;FRCHQ30FAC;CODJO;OLGA;077740494940;400;2025-05-21T02:57:13;AIRSI
;01;4111JARASARL;4111JARASARL;4111JARASARL;JARA SARL;CI-ABJ-032022BB09755;2023-07-11T21:03:23;COCODY;XOF;2244428T;1500000.0;CC1;ASSAMOI;OLGA; ;400;2025-01-07T22:35:59;AIRSI
;01;4111JEAN-CLAUDE;4111JEAN-CLAUDE;4111JEAN-CLAUDE;N'GUESSAN JEAN-CLAUDE ALLANGBA; ;2022-03-11T21:58:26; ;XOF; ;2000000.0;CC1;SYNA; ; ;300;2022-03-11T21:58:26;AIRSI
;01;4111JEAN-MARC;4111JEAN-MARC;4111JEAN-MARC;JEAN-MARC BELTRAMO; ;2022-07-05T20:27:06; ;XOF; ;500000.0;CC1;CODJO;OLGA;0778434258;400;2025-05-14T00:22:01;NOR
;01;4111JONATHAN;4111JONATHAN;4111JONATHAN;JONATHAN VALETTE; ;2022-02-19T22:35:41;ABIDJAN;XOF; ;500000.0;CC1;CODJO; ; ;400;2022-02-19T22:35:41;NOR
;01;4111JUMIA;4111JUMIA;4111JUMIA;ECART SERVICE IVORY COAST;CI-ABJ-2013-B-1394;2022-01-20T03:07:07; ;XOF;1319967 B;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-05-13T00:09:51;NOR
;01;4111JUMIA-2PLAT;4111JUMIA;4111JUMIA-2PLAT;ECART SERVICE IVORY COAST 2 PLATEAU;CI-ABJ-2013-B-1394;2022-03-23T04:32:02; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-03-23T04:32:02;NOR
;01;4111JUMIA-PALM;4111JUMIA;4111JUMIA-PALM;ECART SERVICE IVORY COAST PALMERAIE;CI-ABJ-2013-B-1394;2022-04-07T03:20:32; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-04-07T03:20:32;NOR
;01;4111JUMIA-REMBL;4111JUMIA;4111JUMIA-REMBL;ECART SERVICE IVORY COAST REMBLAIS;CI-ABJ-2013-B-1394;2022-03-23T04:28:23; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-03-23T04:28:23;NOR
;01;4111JUMIA-RESID;4111JUMIA;4111JUMIA-RESID;ECART SERVICE IVORY COAST RESIDENTI;CI-ABJ-2013-B-1394;2022-03-23T04:30:22; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-03-23T04:30:22;NOR
;01;4111JUMIABIETRY;4111JUMIA;4111JUMIABIETRY;ECART SERVICE IVORY COAST BIETRY;CI-ABJ-2013-B-1394;2022-03-23T04:33:47; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-03-23T04:33:47;NOR
;01;4111JUMIABOUTIQ;4111JUMIABOUTIQ;4111JUMIABOUTIQ;ECART SERVICE IVORY COAST;CI-ABJ-2013-B-1394;2022-02-23T03:08:11; ;XOF;1319967 B;1000000.0;CH15DFAC;OLGA;OLGA; ;200;2024-06-16T04:29:02;NOR
;01;4111JUMIARIVIER;4111JUMIA;4111JUMIARIVIER;ECART SERVICE IVORY COAST RIVIERA;CI-ABJ-2013-B-1394;2022-03-23T04:35:07; ;XOF;1319967 B;0.0;CH15DFAC;OLGA; ; ;200;2022-03-23T04:35:07;NOR
;C1;4111K-BINGER;4111K-BINGER;4111K-BINGER;KDM CI KING DECO BINGERVILLE ;CI-ABJ-03-2023B13110;2024-03-19T01:07:52;ABIDJAN;XOF;2304623N;1000000.0;CH10;SERAPHIN;OLGA;0788889999;900;2024-10-14T22:34:11;AIRSI
;01;4111K-COCOMARKE;4111KADERIM;4111K-COCOMARKE;COCO MARKET RIVIERA;CI-ABJ-03-2021-B12-0;2022-12-07T05:37:53; ;XOF;2170933 Z;500000.0;CH20;OLGA;OLGA; ;200;2025-01-16T01:24:33;NOR
;C1;4111K-RIVIERA3;4111K-RIVIERA3;4111K-RIVIERA3;KDM CI KINGDECO RIVIERA 3;CI-ABJ-03-2023B13110;2024-03-19T01:14:45;ABIDJAN;XOF;2304623N;1000000.0;CH10;SERAPHIN;OLGA;0788889999;900;2024-10-11T21:19:09;AIRSI
;C1;4111KABORE;4111KABORE;4111KABORE;KABORE MAHAMADI ; ;2024-04-19T19:50:51;ABIDJAN;XOF; ;5000000.0;CC1;SYNA;OLGA;0506257750;300;2024-09-24T05:09:56;AIRSI
;01;4111KACOU;4111KACOU;4111KACOU;KACOU CHRISTOPHE YAO; ;2023-06-01T22:28:02;TREICHVILLE;XOF; ;2000000.0;CHFM10;CODJO;OLGA; ;400;2025-06-08T02:12:27;AIRSI
;01;4111KADERIM;4111KADERIM;4111KADERIM;KADERIM SARL;CIABJ032021B1204182;2022-03-30T06:02:19; ;XOF;2170933 Z;4500000.0;CH20;GOMIS;OLGA; ;200;2025-07-09T00:01:03;NOR
;01;4111KADERIM;4111KADERIM;4111KADERIM-ANA;KADERIM-ANANI;CI-ABJ-03-2021-B12-0;2023-04-14T21:40:18; ;XOF;2170933 Z;4500000.0;CH20;GOMIS;OLGA; ;200;2025-01-28T00:36:30;NOR
;C1;4111KADERIM;4111KADERIM;4111KADERIM-PK2;KADERIM COCO MARKET PK22;CIABJ032021BIZ04182;2024-12-11T22:32:32;ABIDJAN;XOF;2170933Z;0.0;FRCHQ30FAC;GOMIS;OLGA; ;200;2025-01-28T00:36:41;NOR
;C1;4111KADERIM;4111KADERIM;4111KADERIM-T05;KADERIM COCOMARKET TERM05;CIABJ032021BIZ04182;2024-12-11T22:43:10;ABIDJAN;XOF;21720933Z;0.0;FRCHQ30FAC;GOMIS;OLGA; ;200;2025-01-28T00:36:57;NOR
;01;4111KADISTRIBUT;4111KADISTRIBUT;4111KADISTRIBUT;KOUADIO KOFFI ARSENE;CI-TDI-2018-A-58;2021-07-06T20:54:14;ABIDJAN;XOF;1930226 N;3000000.0;CC1;SYNA;OLGA;0171474774;300;2025-03-13T17:59:27;AIRSI
;01;4111KAFCI;4111KAFCI;4111KAFCI;KAFCI; ;2021-04-17T00:08:39;ABIDJAN;XOF; ;500000.0;CHQCPT;SYNA;OLGA; ;300;2024-08-03T03:20:36;AIRSI
;01;4111KAH;4111KAH;4111KAH;MME KAH; ;2021-08-24T22:37:44; ;XOF; ;5000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111KAIZER;4111KAIZER;4111KAIZER;KAIZER; ;2022-03-22T23:05:42;ABIDJAN;XOF; ;6000000.0;CHFM10;OLGA;OLGA; ;400;2024-05-13T00:09:51;NOR
;01;4111KALLISTE;4111KALLISTE;4111KALLISTE;KALLISTE; ;2021-11-26T01:32:11; ;XOF; ;2000000.0;CHFM10;CODJO;OLGA; ;400;2025-05-15T21:17:00;NOR
;C1;4111KAMITE;4111KAMITE;4111KAMITE;KAMITE TRADING;CI-ABJ032023B1200604;2023-09-27T05:23:19;ABIDJAN;XOF;2300399F;2000000.0;CH1;SERGEMOTTO;OLGA; ;100;2024-07-29T19:42:33;AIRSI
;C1;4111KAN;4111KAN;4111KAN;KOUADIO KAN ETTIENNE; ;2024-01-09T05:37:13;ABIDJAN;XOF; ;300000.0;CC1;DABA;OLGA;0707877170;400;2025-01-30T01:54:15;AIRSI
;01;4111KANGAH;4111KANGAH;4111KANGAH;KANGAH AKISSI AGNES; ;2022-02-28T22:50:28; ;XOF; ;5000000.0;CC1;SYNA;OLGA; ;300;2025-03-13T18:03:23;AIRSI
;01;4111KAPEU;4111KAPEU;4111KAPEU;KAPEU KOUELE EVELINE; ;2023-03-11T03:00:03;ABIDJAN;XOF; ;8000000.0;CC1;HYACINTHEK;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111KARAMOKO;4111KARAMOKO;4111KARAMOKO;KARAMOKO KONATE; ;2024-01-04T07:25:33;ABIDJAN;XOF; ;10000000.0;CC1;KANI;OLGA;0757707478;300;2024-08-10T05:25:30;AIRSI
;01;4111KAREN;4111KAREN;4111KAREN;KONAN KAREN; ;2022-02-18T01:57:29;ABIDJAN;XOF; ;3000000.0;CC1;SYNA;OLGA; ;300;2024-09-18T22:15:31;AIRSI
;C2;4111KATOUM;4111KATOUM;4111KATOUM;LE KATOUM;CI-SAS2019B4155;2023-11-09T01:46:07;GRAND BEREBY;XOF;1935969X;3000000.0;CC1;DABA;OLGA; ;400;2024-12-29T02:15:22;AIRSI
;C1;4111KDMCI;4111KDMCI;4111KDMCI;SOCIETE KDM CI;CI-ABJ-03-2023B13110;2024-03-15T23:25:02;ABIDJAN;XOF;2304623N;1000000.0;CH10;SERAPHIN;OLGA;0788889999;900;2024-05-13T00:09:51;AIRSI
;01;4111KEBAB;4111KEBAB;4111KEBAB;REAL KEBAB; ;2021-08-31T04:57:29; ;XOF; ;300000.0;CC1;DABA; ;0707559287;400;2021-12-06T22:00:59;NOR
;01;4111KEI;4111KEI;4111KEI;KEI OLIVIER; ;2022-03-02T04:31:45; ;XOF; ;1000000.0;CC1;SYNA; ; ;300;2022-03-02T04:31:45;AIRSI
;01;4111KENG-BINGER;4111KENG-BINGER;4111KENG-BINGER;SOLEIL KENG MARKET ;CI-ABJ-2017-A-15-605;2022-10-06T00:41:53; ;XOF; ;500000.0;ES3;TOURE;OLGA;0173181564;200;2025-01-14T08:23:00;AIRSI
;01;4111KENG-MARKET;4111KENG-MARKET;4111KENG-MARKET;SOLEIL KENG MARKET JENOYO PALMERAI;CI-ABJ-2017-A-15605;2022-09-30T00:20:27; ;XOF; ;1000000.0;ES3;TOURE;OLGA;0173181564;200;2024-09-10T05:33:41;AIRSI
;C1;4111KENG-MBADON;4111KENG-MBADON;4111KENG-MBADON;SOLEIL KENG MARKET MBADON;CIABJ -2017-A-15-605;2024-04-13T01:28:04;ABIDJAN;XOF; ;500000.0;ES3;TOURE;OLGA;0173181564;200;2025-01-11T00:45:26;AIRSI
;01;4111KETASARLU;4111KETASARLU;4111KETASARLU;KETA SARLU;CI-ABJ-2019-B-13459;2022-11-30T05:05:20; ;XOF;1936950Z;0.0;FRCHQ07DF;TOURE;OLGA;0759379391;200;2024-05-13T00:09:51;NOR
;01;4111KFC;4111KFC;4111KFC;BAOBAB ENERGY CI;CI-ABJ-2017-B-24965;2021-06-09T22:02:16; ;XOF;1744337 D;50000000.0;CHFM10;SERGEMOTTO;SERGEMOTTO;2721752727;400;2025-01-18T05:11:15;NOR
;01;4111KFC-8ETRANC;4111KFC;4111KFC-8ETRANC;BAOBAB ENERGY CI 8e TRANCHE;CI-ABJ-2017-B-24965;2022-03-11T00:35:33; ;XOF;1744337 D;3000000.0;ES2;SERGEMOTTO; ;2721752727;400;2025-02-17T22:46:38;NOR
